collection,language,num,title,subtitle,series_title,volume_in_series,author,description,keywords,category_1,category_2,cover_path,md_path,price_usd,price_eur,royalty_pct,net_usd,kdp_select
AI & Artificial Intelligence,en,36,AI and Photography,From Editing to Generation,Series 4: AI and Creativity,36,Enrique Padrón,"From Lightroom AI to generative fill: how AI has transformed every stage of the photography workflow and what this means for professional photographers.

The photo editor who spent four hours on a complex background removal now takes four seconds. The photographer who could not afford a studio can generate any background. The model who needed a photographer can generate the images directly. Everything changed.",artificial intelligence;machine learning;AI;technology;photography;editing;generation,Computers & Technology > Artificial Intelligence,Nonfiction > Science & Math > Technology,c:\Users\usuario\Desktop\IA\Libros\AI_Artificial_Intelligence/Covers/images\036.jpg,c:\Users\usuario\Desktop\IA\Libros\AI_Artificial_Intelligence\Series_04_AI_and_Creativity\36_AI_and_Photography.md,2.99,2.99,70%,2.084,No
AI & Artificial Intelligence,en,37,AI Game Design and Interactive Narratives,Procedural Generation and the New Player Experience,Series 4: AI and Creativity,37,Enrique Padrón,"How AI expands the possibilities of procedural generation in games: world building, NPC behavior, narrative branching, and the design philosophy behind great player experiences.

Elena played an indie game generated largely by AI for three hours before noticing the seams. Then she thought: does it matter that a computer generated the world, if the experience was genuinely immersive?",artificial intelligence;machine learning;AI;technology;design;interactive;narratives,Computers & Technology > Artificial Intelligence,Nonfiction > Science & Math > Technology,c:\Users\usuario\Desktop\IA\Libros\AI_Artificial_Intelligence/Covers/images\037.jpg,c:\Users\usuario\Desktop\IA\Libros\AI_Artificial_Intelligence\Series_04_AI_and_Creativity\37_AI_Game_Design_and_Interactive_Narratives.md,2.99,2.99,70%,2.084,No
AI & Artificial Intelligence,en,38,The Authorship Question,Who Creates When AI Is Involved,Series 4: AI and Creativity,38,Enrique Padrón,"Copyright, disclosure, professional ethics, and the evolving legal landscape around AI-assisted creation. Who is responsible for what when AI is part of the process?

The question 'Did you write this?' used to have a clear answer. AI has made it complicated. This is not just a philosophical puzzle. It has implications for copyright, professional ethics, academic integrity, and the market value of creative work.",artificial intelligence;machine learning;AI;technology;authorship;question;creates,Computers & Technology > Artificial Intelligence,Nonfiction > Science & Math > Technology,c:\Users\usuario\Desktop\IA\Libros\AI_Artificial_Intelligence/Covers/images\038.jpg,c:\Users\usuario\Desktop\IA\Libros\AI_Artificial_Intelligence\Series_04_AI_and_Creativity\38_The_Authorship_Question.md,2.99,2.99,70%,2.084,No
AI & Artificial Intelligence,en,39,Style Voice and Authenticity,What Remains Human in AI-Assisted Creation,Series 4: AI and Creativity,39,Enrique Padrón,"The technical difference between AI style approximation and genuine human voice — and practical strategies for maintaining authenticity in AI-assisted creative work.

Ruben's most popular newsletter issue was the one he wrote in one session, without AI, about a conversation with his father. His AI-assisted issues had better structure and broader appeal. That particular one had something else. He spent months thinking about the difference.",artificial intelligence;machine learning;AI;technology;style;voice;authenticity,Computers & Technology > Artificial Intelligence,Nonfiction > Science & Math > Technology,c:\Users\usuario\Desktop\IA\Libros\AI_Artificial_Intelligence/Covers/images\039.jpg,c:\Users\usuario\Desktop\IA\Libros\AI_Artificial_Intelligence\Series_04_AI_and_Creativity\39_Style_Voice_and_Authenticity.md,2.99,2.99,70%,2.084,No
AI & Artificial Intelligence,en,40,The Creative Business in the AI Era,Positioning and Pricing When Anyone Can Produce,Series 4: AI and Creativity,40,Enrique Padrón,"How creative professionals and agencies position, price, and differentiate their services in a market where AI has dramatically lowered the floor of production cost.

Isabel's design team went from five people to three after AI tools tripled productivity. The remaining two designers were exceptional. The three who left were competent. The distinction that had not mattered before — exceptional vs. competent — suddenly mattered enormously.",artificial intelligence;machine learning;AI;technology;creative;business;positioning,Computers & Technology > Artificial Intelligence,Nonfiction > Science & Math > Technology,c:\Users\usuario\Desktop\IA\Libros\AI_Artificial_Intelligence/Covers/images\040.jpg,c:\Users\usuario\Desktop\IA\Libros\AI_Artificial_Intelligence\Series_04_AI_and_Creativity\40_The_Creative_Business_in_the_AI_Era.md,2.99,2.99,70%,2.084,No
AI & Artificial Intelligence,en,41,AI Data Analysis,Asking Better Questions of Your Data,Series 5: AI and Data,41,Enrique Padrón,"The new data workflow: natural language queries, AI-assisted exploration, and the human judgment required to ask questions worth answering.

Elena had terabytes of server logs and zero actionable insights. The data was not the problem. The questions were. AI did not solve the data problem — it lowered the cost of asking better questions.",artificial intelligence;machine learning;AI;technology;analysis;asking;better,Computers & Technology > Artificial Intelligence,Nonfiction > Science & Math > Technology,c:\Users\usuario\Desktop\IA\Libros\AI_Artificial_Intelligence/Covers/images\041.jpg,c:\Users\usuario\Desktop\IA\Libros\AI_Artificial_Intelligence\Series_05_AI_and_Data\41_AI_Data_Analysis.md,2.99,2.99,70%,2.084,No
AI & Artificial Intelligence,en,42,Predictive Analytics,Making Better Decisions with Machine Learning,Series 5: AI and Data,42,Enrique Padrón,"Churn prediction, demand forecasting, risk scoring, and employee retention modeling: how predictive ML creates business value and how to use its outputs responsibly.

Isabel's HR team could have predicted six of the seven departures in the past year if they had used the data they already had. They had not known to look. Predictive analytics is the discipline of looking.",artificial intelligence;machine learning;AI;technology;predictive;analytics;making,Computers & Technology > Artificial Intelligence,Nonfiction > Science & Math > Technology,c:\Users\usuario\Desktop\IA\Libros\AI_Artificial_Intelligence/Covers/images\042.jpg,c:\Users\usuario\Desktop\IA\Libros\AI_Artificial_Intelligence\Series_05_AI_and_Data\42_Predictive_Analytics.md,2.99,2.99,70%,2.084,No
AI & Artificial Intelligence,en,43,Natural Language to Insight,Querying Data in Plain English,Series 5: AI and Data,43,Enrique Padrón,"How AI tools bridge the gap between business questions and database queries — and what good data analysis looks like now that SQL fluency is no longer the barrier.

Ruben could not write SQL. The gap between the questions he had and the data he could access was, until recently, an expensive one to bridge. AI has collapsed that gap.",artificial intelligence;machine learning;AI;technology;natural;language;insight,Computers & Technology > Artificial Intelligence,Nonfiction > Science & Math > Technology,c:\Users\usuario\Desktop\IA\Libros\AI_Artificial_Intelligence/Covers/images\043.jpg,c:\Users\usuario\Desktop\IA\Libros\AI_Artificial_Intelligence\Series_05_AI_and_Data\43_Natural_Language_to_Insight.md,2.99,2.99,70%,2.084,No
AI & Artificial Intelligence,en,44,AI and Business Intelligence,The End of Static Dashboards,Series 5: AI and Data,44,Enrique Padrón,"From fixed reports to conversational analytics: how AI-powered BI platforms change the relationship between business users and their data.

Isabel's BI dashboards answered the questions they were built to answer. They could not answer questions that had not been anticipated when they were built. By the time a new report was commissioned, the decision had already been made.",artificial intelligence;machine learning;AI;technology;business;intelligence;static,Computers & Technology > Artificial Intelligence,Nonfiction > Science & Math > Technology,c:\Users\usuario\Desktop\IA\Libros\AI_Artificial_Intelligence/Covers/images\044.jpg,c:\Users\usuario\Desktop\IA\Libros\AI_Artificial_Intelligence\Series_05_AI_and_Data\44_AI_and_Business_Intelligence.md,2.99,2.99,70%,2.084,No
AI & Artificial Intelligence,en,45,Machine Learning for Non-Data Scientists,Building Models Without a PhD,Series 5: AI and Data,45,Enrique Padrón,"AutoML, no-code modeling, and the expanding set of business applications that can now be built without a statistics degree — and where the limits of that expansion lie.

The AutoML platforms of 2024 would have required a PhD to build five years earlier. The democratization of ML is real — with real limits. Knowing where those limits are is part of what this book teaches.",artificial intelligence;machine learning;AI;technology;machine;learning;scientists,Computers & Technology > Artificial Intelligence,Nonfiction > Science & Math > Technology,c:\Users\usuario\Desktop\IA\Libros\AI_Artificial_Intelligence/Covers/images\045.jpg,c:\Users\usuario\Desktop\IA\Libros\AI_Artificial_Intelligence\Series_05_AI_and_Data\45_Machine_Learning_for_Non_Data_Scientists.md,2.99,2.99,70%,2.084,No
AI & Artificial Intelligence,en,46,AI in Research,Accelerating Discovery Across Fields,Series 5: AI and Data,46,Enrique Padrón,"How AI accelerates literature review, hypothesis generation, and research synthesis across scientific, legal, and market research domains.

The researcher who needed a week to review a literature now needs an afternoon. The limitation was never time — it was the bottleneck of synthesis. AI has attacked that bottleneck.",artificial intelligence;machine learning;AI;technology;research;accelerating;discovery,Computers & Technology > Artificial Intelligence,Nonfiction > Science & Math > Technology,c:\Users\usuario\Desktop\IA\Libros\AI_Artificial_Intelligence/Covers/images\046.jpg,c:\Users\usuario\Desktop\IA\Libros\AI_Artificial_Intelligence\Series_05_AI_and_Data\46_AI_in_Research.md,2.99,2.99,70%,2.084,No
AI & Artificial Intelligence,en,47,Knowledge Management in the AI Era,Building Organizational Memory That Works,Series 5: AI and Data,47,Enrique Padrón,"AI-powered documentation, knowledge retrieval, and the cultural practices that turn captured knowledge into organizational advantage.

When three senior engineers left Isabel's company, they took institutional knowledge that had never been documented. AI knowledge management tools could have captured much of it. The lesson came too late for those engineers — not for the next ones.",artificial intelligence;machine learning;AI;technology;knowledge;management;building,Computers & Technology > Artificial Intelligence,Nonfiction > Science & Math > Technology,c:\Users\usuario\Desktop\IA\Libros\AI_Artificial_Intelligence/Covers/images\047.jpg,c:\Users\usuario\Desktop\IA\Libros\AI_Artificial_Intelligence\Series_05_AI_and_Data\47_Knowledge_Management_in_the_AI_Era.md,2.99,2.99,70%,2.084,No
